ident,name,coordinates,iso_country,iata_code
3CA6,J.H. Snyder Co. Iii Heliport,"-118.3519974, 34.0625",US,
3CA7,Metz Airport,"-121.1869965, 36.32830048",US,
3CA8,Holy Cross Medical Center Heliport,"-118.4609985, 34.27970123",US,
3CA9,Clark Ranch Airport,"-121.3099976, 36.36330032",US,
3CL0,Uc Davis Medical Center Tower Ii Heliport,"-121.4560013, 38.55469894",US,
3CL1,Metropolitan Water District Heliport,"-118.2369995, 34.0544014",US,
3CL2,Meadow Airstrip,"-122.302002, 40.15639877",US,
3CL3,World Trade Center Heliport,"-118.1999969, 33.77780151",US,
3CL4,Super Bowl Heliport,"-118.1709976, 34.17279816",US,
3CL5,Chase Plaza Heliport,"-118.2580032, 34.03720093",US,
3CL6,Long Point Heliport,"-118.3939972, 33.73699951",US,
3CL7,Raleigh Enterprises Heliport,"-118.4420013, 34.03609848",US,
3CL8,Toyota Helistop,"-118.3130035, 33.85639954",US,
3CL9,Sce Northern Division Heliport,"-119.1689987, 34.2881012",US,
3CN2,Santa Barbara Cottage Hospital Heliport,"-119.724166, 34.43",US,
3CO0,Sky Island Ranch Airport,"-108.0059967, 38.73749924",US,
3CO1,Cridler Field,"-107.8330002, 38.84830093",US,
3CO2,Mertens Airport,"-103.3330002, 40.61750031",US,
3CO3,Sterling Regional Medical Center Heliport,"-103.2200012, 40.61249924",US,
3CO4,Tercio Ranch Airstrip,"-105.0189972, 37.07089996",US,
3CO5,Texas Creek Heliport,"-105.5849991, 38.40940094",US,
3CO7,Dietrichs Airport,"-104.5660019, 39.33250046",US,
3CO8,E.P.M.C. Heliport,"-105.5159988, 40.37170029",US,
3CO9,D B Smith Memorial Heliport,"-105.1419983, 38.71250153",US,
3D1,Crivitz Municipal Airport,"-88.07319641, 45.21419907",US,
3D2,Ephraim-Fish Creek Airport,"-87.18589783, 45.13539886",US,
3D8,Bordner Airport,"-83.72319794, 41.33599854",US,
3DA,Dalton Airport,"-83.80490112, 43.05250168",US,
3.00E+07,Pronger Bros Ranch Airport,"-102.1039963, 36.2195015",US,
3EV,Skylane Airport,"-87.59470367, 38.01169968",US,
3EX,Excelsior Springs Memorial Airport,"-94.1977005, 39.33720016",US,
3F5,Forest Hill Airport,"-84.67549896, 42.91230011",US,
3FA2,Fly High Heliport,"-81.664444, 28.345833",US,
3FA3,Southfork Heliport,"-81.366528, 28.226944",US,
3FA4,Gulf Coast Medical Center Heliport,"-81.84880556, 26.54405556",US,
3FA8,Searey Central SPB,"-81.74611, 28.766111",US,
3FD0,Last Chance Ranch Airport,"-81.45120239, 27.02169991",US,
3FD1,Tampa Bay Executive Airport,"-82.62560272, 28.18799973",US,
3FD2,L R M C Emergency Helistop,"-81.86699677, 28.80830002",US,
3FD3,Holmes Regional Medical Center Heliport,"-80.61370087, 28.08779907",US,
3FD4,Florida Flying Gators Ultralightport,"-81.80290222, 28.62779999",US,
3FD5,Arnold Palmer Hospital Heliport,"-81.38030243, 28.52249908",US,
3FD6,Tradewinds Aerodrome,"-80.85389709, 28.76420021",US,
3FD7,Indian River Memorial Hospital Heliport,"-80.39620209, 27.66390038",US,
3FD8,West Boca Medical Center Heliport,"-80.20030212, 26.35560036",US,
3FD9,Prairie Lake Private Res Sp Mooring Facility,"-81.35340118, 28.65670013",US,
3FK,Franklin Flying Field,"-86.0582962, 39.42639923",US,
3FL0,Mount Royal Airport,"-81.65670013, 29.43610001",US,
3FL1,Two J's Flying Ranch Airport,"-82.20780182, 28.45249939",US,
3FL2,Florida Hospital-Fish Memorial Heliport,"-81.28469849, 28.91469955",US,
3FL3,Sheriff's Operation Center Heliport,"-82.17510223, 29.19330025",US,
3FL4,Knobel Heliport,"-80.66200256, 28.24850082",US,
3FL5,Mills Ranch South Airport,"-80.92189789, 27.77829933",US,
3FL6,Wink Tv Heliport,"-81.85559845, 26.6508007",US,
3FL7,Mack Bayor Airheart Heliport,"-86.30560303, 30.37719917",US,
3FL8,Hart Airport,"-85.27380371, 30.94630051",US,
3FL9,Sun N Lake Heliport,"-81.50980377, 27.53860092",US,
3G8,Gen-Airpark,"-90.11009979, 41.43980026",US,
3G9,Butler Farm Show Airport,"-79.97480011, 40.8526001",US,
3GA0,Grant Airport,"-84.1568985, 33.52750015",US,
3GA1,Prattsburg Airport,"-84.35829926, 32.72510147",US,
3GA2,Tanner Medical Center Heliport,"-85.07489777, 33.57009888",US,
3GA3,Warren Field,"-85.4375, 34.871111",US,
3GA4,Stonewall Heliport,"-84.54910278, 33.60089874",US,
3GA5,Diamond R Ranch Airport,"-84.938797, 33.63710022",US,
3GA6,Erlen Airport,"-84.89830017, 33.5705986",US,
3GA7,Rhodes Air Ranch Airport,"-81.76830292, 33.16249847",US,
3GA8,Cauley's Airstrip,"-82.63500214, 32.32939911",US,
3GA9,Vintage Field,"-84.37740326, 33.13349915",US,
3GE1,Okefenokee Heliport,"-82.12670135, 30.73749924",US,
3GE2,Williams Heliport,"-84.12809753, 33.82080078",US,
3GE3,Broad River Air Park,"-83.18419647, 34.41189957",US,
3GE4,Fox Mountain Airport,"-85.54190063, 34.72999954",US,
3GE5,Rockdale Hospital Heliport,"-84.00260162, 33.68050003",US,
3GE6,Wellstar Douglas Hospital Heliport,"-84.73280334, 33.73889923",US,
3GE7,Eden Field,"-81.43730164, 31.41270065",US,
3GE8,Prater Ranch Airport,"-82.47899628, 33.84349823",US,
3GE9,Holly Farm Airport,"-84.37809753, 34.13999939",US,
3H3,Cottonwood Lake Seaplane Base,"-149.3159943, 61.59759903",US,
3H5,Erie Air Park,"-90.0786972, 41.67919922",US,
3I1,Elwood Airport,"-85.83329773, 40.25279999",US,
3IA0,Washington County Hospital Heliport,"-91.68769836, 41.28919983",US,
3IA1,Whites Airport,"-93.11990356, 41.96080017",US,
3IA2,Greene County Medical Center Heliport,"-94.38770294, 42.01670074",US,
3IA3,Des Moines General Hospital Heliport,"-93.60079956, 41.59420013",US,
3IA4,Robinson Airport,"-95.94200134, 41.5318985",US,
3IA5,Kerr Airport,"-95.88249969, 42.87720108",US,
3IA6,Ottumwa Hospital Heliport,"-92.39070129, 41.02890015",US,
3IA7,Daec Heliport,"-91.77709961, 42.10189819",US,
3IA8,Kah Heliport,"-91.38710022, 40.4070015",US,
3IA9,Rake Airport,"-93.90720367, 43.47579956",US,
3ID2,The Last Resort Airport,"-115.977, 46.350675",US,
3ID4,Health Center Heliport,"-115.3050003, 42.95410156",US,
3ID7,Indian Creek Ranch Airport,"-116.4039993, 43.47600174",US,
3IG3,Terry's Airport,"-85.42160034, 41.17020035",US,
3II0,Fremont (Murphy) Airport,"-84.86425638, 41.69108485",US,
3II1,Shenandoah Flying Field,"-86.63580322, 39.41669846",US,
3II2,Fifer Field,"-87.91950226, 38.21279907",US,
3II3,Basting Airport,"-84.8411026, 41.0870018",US,
3II4,Lafayette Home Hospital Heliport,"-86.86669922, 40.4197998",US,
3II5,Stout Field,"-86.77330017, 41.08390045",US,
3II6,Hawthorn Mine Heliport,"-87.24060059, 38.93199921",US,
3II7,Army Aviation Support Facility Heliport,"-85.80000305, 39.58340073",US,
3II8,Birkey Private Airport,"-86.26110077, 41.44229889",US,
3II9,Dick's Strip,"-85.24220276, 41.09730148",US,
3IL0,Patten Industries Heliport,"-87.96278246, 41.92292921",US,
3IL1,Silver Creek Gliderport,"-89.66220093, 38.9253006",US,
3IL2,Sweedler Airport,"-88.04869843, 41.41230011",US,
3IL3,Stillman Fire Heliport,"-89.1832962, 42.10559845",US,
3IL4,Maaks Heliport,"-89.59320068, 40.13140106",US,
3IL5,Illinois State Fair Heliport,"-89.63970184, 39.83580017",US,
3IL6,Pinckneyville Correctional Center Heliport,"-89.31999969, 38.08330154",US,
3IL7,Home Free Airport,"-89.02179718, 41.80339813",US,
3IL8,Evanston Hospital-Golf Course Site Heliport,"-87.68450165, 42.06480026",US,
3IL9,Sugar Creek Farm Airport,"-89.30220032, 40.26940155",US,
3IN2,Dupouy Airport,"-85.85610199, 40.4192009",US,
3IN3,Carlson Farm Airport,"-87.16390228, 41.52310181",US,
3IN4,Johnson Airport,"-85.33889771, 40.77500153",US,
3IN5,Pippenger Airport,"-85.37139893, 41.31689835",US,
3IN6,Holloway Field,"-85.505833, 38.588333",US,
3IN7,Chain-O-Lakes Airport,"-86.35420227, 41.66249847",US,
3IN8,Ddt Field,"-86.34580231, 41.20470047",US,
3IN9,Thomas Airport,"-86.11920166, 40.15140152",US,
3IS1,Mc Coy Airport,"-89.20899963, 39.70000076",US,
3IS2,Earp Airport,"-90.66960144, 40.74060059",US,
3IS3,Noland RLA Restricted Landing Area,"-89.15010071, 39.73339844",US,
3IS4,Merkle Airport,"-90.34539795, 42.28889847",US,
3IS5,Holmes Airport,"-89.59870148, 39.68450165",US,
3IS6,Davy Jones /Private/ Airport,"-88.88279724, 38.22280121",US,
3IS7,Foote Airport,"-89.09590149, 41.08670044",US,
3IS8,Rinkenberger Restricted Landing Area,"-89.61569977, 41.23089981",US,BDF
3IS9,Grand Tower Heliport,"-89.5062027, 37.63280106",US,
3J6,Davis Field,"-82.02760315, 30.79750061",US,
3JY2,Cherry Hill Heliport,"-74.44325, 40.8705",US,
3K0,Skilak Blm Helistop,"-150.4550018, 60.4803009",US,
3K4,Hillsboro Municipal Airport,"-89.45700073, 39.14450073",US,
3K9,Upper Wasilla Lake Seaplane Base,"-149.3849945, 61.58869934",US,
3KK,Kankakee Airport,"-87.91670227, 41.09999847",US,
3KS0,Stormont-Vail Hospital Heliport,"-95.69550323, 39.05250168",US,
3KS1,Mesa Verde Airport,"-95.74330139, 39.1556015",US,
3KS3,Rogers Airport,"-97.19200134, 37.40000153",US,
3KS4,Eveleigh Farms Airport,"-101.4349976, 37.76779938",US,
3KS5,High Point Airport,"-97.35144138, 37.84271559",US,
3KS6,St Mary Hospital Heliport,"-96.60079956, 39.2018013",US,
3KS7,Berwick Airport,"-97.34889984, 37.82920074",US,
3KS8,Reed-Wilsonton Airport,"-95.33360291, 37.25650024",US,
3KY0,Lamar Field,"-86.78939819, 37.89670181",US,
3KY1,Goode Airpark,"-87.13169861, 37.64139938",US,
3KY2,Chesnut Knolls Airport,"-84.25749969, 37.15110016",US,
3KY3,Mason Valley Airport,"-85.35939789, 38.03829956",US,
3KY4,Craw Daddy Landing Airport,"-85.18280029, 38.67279816",US,
3KY5,Carroll County Hospital Heliport,"-85.16670227, 38.68330002",US,
3KY6,Russell Airport,"-86.23169708, 38.0306015",US,
3KY7,Eagle's Nest Airport,"-86.45690155, 38.10329819",US,
3KY8,Fidelity Heliport,"-84.5243988, 39.0279007",US,
3KY9,Miles Field,"-85.125, 38.125",US,
3L1,Charlie Hammonds Seaplane Base,"-90.71340179, 29.58989906",US,
3L7,Flying M Ranch Airport,"-83.37969971, 44.73830032",US,
3LA0,Harrington Flying Service Airport,"-92.24739838, 29.91970062",US,
3LA1,Wilder Airport,"-92.8042984, 30.55850029",US,
3LA2,Southern Natural Gas Co. Seaplane Base,"-89.95420074, 30.28079987",US,
3LA3,La Coste Construction County Airport,"-91.24289703, 30.50239944",US,
3LA4,Little Pecan Island Airport,"-92.80010223, 29.80019951",US,
3LA5,Petroleum Helicopters Heliport,"-93.15380096, 30.21689987",US,
3LA6,Morgan Crop Service Nr 2 Airport,"-93.07929993, 30.13769913",US,
3LA7,Variable Bor Ram Heliport,"-91.948969, 30.076753",US,
3LA8,Open A-1 Ranch Airport,"-93.22789764, 30.13850021",US,
3LA9,Morgan Crop Service Airport,"-93.08850098, 30.22940063",US,
3LL0,Miller Airport,"-89.09590149, 42.49169922",US,
3LL1,Herschel Hunter Airport,"-89.70429993, 38.22230148",US,
3LL2,Hammond-Henry Hospital Heliport,"-90.1568985, 41.46110153",US,
3LL3,Kibler Airport,"-87.64450073, 39.44609833",US,
3LL4,Pillow Hill Airport,"-88.20149994, 42.44720078",US,
3LL5,Richardson Field,"-88.23429871, 42.46450043",US,
3LL6,Bickel Airport,"-89.769722, 38.335",US,
3LL7,St Margarets Hospital Heliport,"-89.19730377, 41.32500076",US,
3LL8,Mc Leansboro Airport,"-88.53759766, 38.07419968",US,
3LL9,Compton Airport,"-89.60890198, 38.80419922",US,
3LS7,Bock Farms Airport,"-89.51170349, 39.9864006",US,
3M0,Gastons Airport,"-92.55709839, 36.34870148",US,
3M1,Hermitage Lions Heliport,"-93.33360291, 37.94720078",US,
3M5,Moontown Airport,"-86.46140289, 34.74729919",US,
3MA0,Compaq Woburn Heliport,"-71.13639832, 42.50979996",US,
3MA1,Marlborough Hospital Heliport,"-71.55509949, 42.35620117",US,
3MA2,Baines Airport,"-73.03199768, 42.31620026",US,
3MA3,Seapuit Heliport,"-70.41529846, 41.61149979",US,
3MA4,North Chatham Heliport,"-69.9661026, 41.71480179",US,
3MA5,Westport Airport,"-71.03530121, 41.54320145",US,
3MA6,Happy Heliport,"-71.04060364, 41.58369827",US,
3MA7,Gear Plant Heliport,"-70.96559906, 42.45230103",US,
3MA8,Sadler Hill Heliport,"-70.65229797, 42.62229919",US,
3MA9,Marston Mills Heliport,"-70.40779877, 41.64039993",US,
3MD0,Burhans Memorial Airport,"-77.33609772, 39.34820175",US,
3MD1,Southern Md Hospital Center Heliport,"-76.87719727, 38.74810028",US,
3MD2,Garrett County Memorial Hospital Heliport,"-79.40119934, 39.41320038",US,
3MD3,Hoopers Heliport,"-75.12049866, 38.31150055",US,
3MD4,Fairview Airport,"-76.63939667, 38.9776001",US,
3MD5,Hidden Hills Airport,"-75.84130096, 38.62120056",US,
3MD6,West St Mary's Airport,"-76.44689941, 38.18899918",US,
3MD7,Green Terrace Heliport,"-76.50499725, 39.40259933",US,
3MD8,Pokety Airport,"-76.1710968, 38.61230087",US,
3MD9,Chandler Airport,"-76.39129639, 38.11819839",US,
3ME7,Peru / Destiny Cove SPB,"-70.396957, 44.460597",US,
3ME8,Mast Cove Seaplane Base,"-70.64129639, 43.99499893",US,
3MI0,Doss Field,"-85.02200317, 43.93700027",US,
3MI1,Fuller Heliport,"-83.65910339, 42.56230164",US,
3MI2,South Fox Island Airport,"-85.83010101, 45.39920044",US,
3MI3,Zayti Field Heliport,"-83.515861, 42.440222",US,
3MI4,Clear Sky Heliport,"-85.72170258, 42.18500137",US,
3MI5,Innes Acres Airport,"-83.02770233, 43.45000076",US,
3MI6,Highland Heliport,"-83.65019989, 42.6570015",US,
3MI7,Willie Run Airport,"-83.36859894, 42.82920074",US,
3MI8,Bendix Heliport,"-83.24770355, 42.48059845",US,
3MI9,Ness Landing Seaplane Base,"-86.97029877, 45.90390015",US,
3MN0,Shadduck Seaplane Base,"-94.09470367, 45.29219818",US,
3MN1,Stahlberg-Mohr Airport,"-92.64489746, 47.44850159",US,
3MN2,Mercy Hospital & Healthcare Center Heliport,"-92.77549744, 46.44070053",US,
3MN3,Honker Flats Airport,"-95.95200348, 48.53889847",US,
3MN4,Agri Helicopter Inc. Heliport,"-93.26799774, 44.09410095",US,
3MN5,Little Rock/Rock Port Airport,"-94.19390106, 45.72299957",US,
3MN6,Immanuel - St Joseph's Hospital Heliport,"-93.99500275, 44.16889954",US,
3MN7,Blue Sky Airport,"-96.59500122, 46.80049896",US,
3MN8,Aysta Field,"-94.12280273, 45.52270126",US,
3MN9,Schumacher Airport,"-93.93609619, 44.9844017",US,
3MO,Osceola Municipal Airport,"-93.69309998, 38.01860046",US,
3MO1,Police Department Helicopter Maint Facility Heliport,"-94.49749756, 39.04579926",US,
3MO2,Ultra Flight Airpark,"-91.34100342, 38.6908989",US,
3MO3,Research Medical Center Heliport,"-94.55819702, 39.0080986",US,
3MO4,Penman Airport,"-89.62809753, 36.45059967",US,
3MO5,Nimsick Airport,"-94.2161026, 37.12810135",US,
3MO6,Kitty Hawk Estates Airport,"-94.4835968, 39.33560181",US,
3MO7,Fairbanks Airport,"-94.61689758, 40.08330154",US,
3MO8,Fizzle Ridge Airport,"-94.53769684, 40.0318985",US,
3MO9,Quad State Helicopter Heliport,"-94.53769684, 40.03329849",US,
3MS0,Grand Gulf Heliport,"-91.05210114, 32.01399994",US,
3MS1,Thomas Field,"-89.46089935, 34.80580139",US,
3MS2,Thunderfoot Ranch Airport,"-90.02839661, 31.07909966",US,
3MS3,Root Hog Airport,"-90.35119629, 32.51589966",US,
3MS4,Pascagoula Naval Station Heliport,"-88.57360077, 30.33839989",US,
3MS5,Mitchell's Airport,"-89.81430054, 33.30179977",US,
3MS6,E E Lane Airport,"-90.30290222, 32.5542984",US,
3MS8,Fairview Farms Airport,"-88.3635025, 32.94219971",US,
3MS9,Union Municipal Airport,"-89.13619995, 32.58069992",US,
3MT3,Three Cross Ranch Airport,"-109.365, 46.125556",US,
3N5,Newton Airport,"-74.75849915, 41.02730179",US,
3N8,Mahnomen County Airport,"-95.92810059, 47.25999832",US,
3N9,Alamo Navajo Airport,"-107.4960022, 34.3628006",US,
3NA0,Erickson Airport,"-97.5114975, 47.41669846",US,
3NA2,Lorentzen Airport,"-101.0670013, 47.30279922",US,
3NA6,Risovi Ranch Strip,"-99.46179962, 47.77059937",US,
3NA7,J. R. Heliport,"-98.71700287, 47.38610077",US,
3NC0,Clyde Valley Airport,"-81.71230316, 35.69039917",US,
3NC1,Welborn Farm Airport,"-80.65840149, 36.20539856",US,
3NC2,Garner Road Heliport,"-78.628722, 35.732111",US,
3NC3,Tucker Field,"-80.40750122, 35.24689865",US,
3NC4,Mc Donald Field,"-80.40899658, 35.05350113",US,
3NC5,Flying Bj Airport,"-81.06999969, 35.81219864",US,
3NC6,Mc Cachren Field,"-80.64420319, 35.3117981",US,
3NC7,Maxwell Airport,"-81.13670349, 36.51929855",US,
3NC8,Chinquapin Heliport,"-83.06704712, 35.15790176",US,
3NC9,Womble Field,"-79.08719635, 35.87509918",US,
3ND5,Gage Flying Farmer Airport,"-97.77120209, 47.06110001",US,
3NE2,Phillips Private Airport,"-103.1940002, 42.32770157",US,
3NE3,Wells Airport,"-99.31700134, 40.5",US,
3NE6,Burkinshaw Field,"-99.26699829, 42.96670151",US,
3NE7,Pawlet Ranch Airport,"-102.3430023, 41.82910156",US,
3NE9,Phelps Airport,"-103.0680008, 41.04109955",US,
3NH9,Longview Heliport,"-71.22699738, 43.54759979",US,
3NJ0,Hamilton Farm Golf Club Heliport,"-74.68389893, 40.70780182",US,
3NJ1,Pemberton Airport,"-74.69270325, 39.98210144",US,
3NJ2,Educational Testing Heliport,"-74.71630096, 40.34180069",US,
3NJ3,Dow Jones & Co. Inc. Heliport,"-74.58599854, 40.37039948",US,
3NJ4,Sarnoff Princeton Heliport,"-74.63289642, 40.33340073",US,
3NJ5,Mock Airport,"-74.91629791, 40.53340149",US,
3NJ6,Inductotherm Airport,"-74.84290314, 40.01509857",US,
3NJ7,Pfister Helistop,"-74.01629639, 40.85010147",US,
3NJ8,Aventis Pharmaceuticals Heliport,"-74.63269806, 40.62260056",US,
3NJ9,Allen Airstrip,"-74.77083588, 39.94111252",US,
3NK0,Mc Kinney Airport,"-77.90249634, 43.2030983",US,
3NK1,Community General Hospital Heliport,"-74.73600006, 41.70930099",US,
3NK2,Bassett Heliport,"-74.92150116, 42.6894989",US,
3NK3,Ibm East Fishkill Heliport,"-73.83370209, 41.53369904",US,
3NK4,Laska Airport,"-79.19419861, 42.02780151",US,
3NK5,Secret Spot Airport,"-73.46530151, 44.61669922",US,
3NK6,Tuscarora Plateau Airport,"-77.8839035, 42.63700104",US,
3NK7,B/G Heliport,"-74.4509964, 42.42480087",US,
3NK8,B Flat Farm Airport,"-73.61190033, 42.1405983",US,
3NK9,Arnot Ogden Hospital Heliport,"-76.82550049, 42.10089874",US,
3NO,North Omaha Airport,"-96.02249908, 41.36830139",US,
3NP,Napoleon Airport,"-84.25969696, 42.17089844",US,
3NR3,Transylvania County Airport,"-82.644167, 35.270278",US,
3NV3,Remlinger Ranch Heliport,"-119.7549973, 39.25910187",US,
3NY0,The Ranch Airport,"-74.40399933, 42.82730103",US,
3NY1,Old Orchard Road Heliport,"-73.71510315, 41.1147995",US,
3NY2,Astoria Heliport,"-73.91210175, 40.78620148",US,
3NY3,De Ronda Airport,"-74.82430267, 42.85979843",US,
3NY4,Di Stefano Airpark,"-74.62680054, 42.92200089",US,
3NY5,Luke Airport,"-75.95709991, 42.02370071",US,
3NY6,Six Ponds Airport,"-74.17870331, 42.84120178",US,
3NY7,Hiserts Airpark Inc Airport,"-74.51670074, 42.98329926",US,
3NY8,Suny Health Science Center Heliport,"-76.14050293, 43.04199982",US,
3NY9,Hilltop Airport,"-78.67310333, 42.66439819",US,
3O5,Walters Municipal Airport,"-98.40589905, 34.37260056",US,
3O8,Harris Ranch Airport,"-120.237999, 36.2480011",US,
3OA8,Valley Vista Airport,"-83.26069641, 39.23759842",US,
3OA9,Memorial Hospital of Union County Heliport,"-83.36779785, 40.22940063",US,
3OG3,Dillon Field Airport,"-121.791667, 42.122222",US,
3OH0,Andy Barnhart Memorial Airport,"-84.0134964, 39.93090057",US,
3OH1,Morningstar North Airport,"-84.54270172, 39.69729996",US,
3OH2,Api Heliport,"-81.62930298, 40.81029892",US,
3OH3,Pelz Field,"-83.61329651, 39.98389816",US,
3OH4,Riceland Aerodrome,"-80.58979797, 41.60390091",US,
3OH5,Stub's Field,"-81.20580292, 40.9673996",US,
3OH6,Youngpeter Airport,"-84.36779785, 40.78329849",US,
3OH7,Creager Airport,"-84.04660034, 39.03010178",US,
3OH8,Gnadenhutten Airport,"-81.4233017, 40.3608017",US,
3OH9,Merts Field,"-83.85209656, 39.55350113",US,
3OI4,Valley View Heliport,"-82.66519928, 41.24990082",US,
3OI5,Welded Heliport,"-83.64440155, 41.54510117",US,
3OI6,Vogel Airpark,"-82.37069702, 40.96120071",US,
3OI7,Valley Asphalt Heliport,"-84.43019867, 39.28590012",US,
3OI8,St Luke's Hospital Heliport,"-83.68240356, 41.55699921",US,
3OI9,V.J.S. Heliport,"-81.46600342, 41.47639847",US,
3OK0,Valley Airport,"-96.5766983, 34.70500183",US,
3OK1,Okarche Airport,"-97.96700287, 35.72999954",US,
3OK2,Hopcus Farms Airport,"-97.32779694, 35.59199905",US,
3OK3,Cedar Crest Heliport,"-95.23519897, 36.10509872",US,
3OK4,St Anthony Heliport,"-97.51779938, 35.47900009",US,
3OK5,Bearden Private Airport,"-97.60579681, 34.72859955",US,
3OK6,Mauney Heliport,"-95.85939789, 36.07839966",US,
3OK7,Double W Airport,"-96.13420105, 36.2417984",US,
3OK8,Flying G Ranch Airport,"-96.2335968, 36.11669922",US,
3OK9,Jazz Ranch Airport,"-97.040083, 35.321786",US,
3OL8,Harrison Airport,"-95.14910126, 36.87789917",US,
3OR0,Pge Service Center Heliport,"-122.6480026, 45.49599838",US,
3OR1,Cubehole Airport,"-122.9580002, 44.36460114",US,
3OR2,Maxwell Private Airport,"-117.9589996, 45.31240082",US,
3OR3,Hessel Tractor Heliport,"-122.6539993, 45.58869934",US,
3OR4,Babler Bros Inc Heliport,"-122.6579971, 45.57979965",US,
3OR5,Elkins Heliport,"-123.038002, 44.86009979",US,
3OR6,Western Div Service Center Heliport,"-123.1549988, 45.45399857",US,
3OR7,Trojan Heliport,"-123.1179962, 46.03319931",US,
3OR8,Cline Falls Air Park,"-121.2689972, 44.28319931",US,
3OR9,Murphy Ranch Airport,"-118.1320038, 43.95740128",US,
3PA0,Horst Airport,"-76.46640015, 40.38339996",US,
